session_id,item_id,label
1194446,2673,0
1194446,2558,0
1194446,27614,0
1195538,20081,1
1195538,27651,0
1195538,14552,0
1195538,19131,0
1195538,21179,0
1196448,18156,1
1196448,23363,0
1196448,18407,0
1196448,10840,0
1196448,7827,0
1197409,26328,1
1197409,23489,0
1197409,18855,0
1197409,16724,0
1197409,635,0
1198688,18156,1
1198688,2506,0
1198688,12983,0
1198688,12176,0
1198688,22797,0
1198872,14253,1
1198872,26482,0
1198872,23957,0
1198872,9092,0
1198872,17429,0
1199392,4899,1
1199392,10892,0
1199392,12614,0
1199392,6872,0
1199392,9687,0
1200512,959,1
1200512,18411,0
1200512,1750,0
1200512,26808,0
1200512,11021,0
1200681,18947,1
1200681,22114,0
1200681,5813,0
1200681,25809,0
1200681,20608,0
1201740,12418,1
1201740,8587,0
1201740,3932,0
1201740,10595,0
1201740,6321,0
1204662,10393,1
1204662,17708,0
1204662,25421,0
1204662,3169,0
1204662,23344,0
1205943,21042,1
1205943,16812,0
1205943,13084,0
1205943,19598,0
1205943,24889,0
1206985,2447,1
1206985,8737,0
1206985,24149,0
1206985,8934,0
1206985,7146,0
1207173,18156,1
1207173,23493,0
1207173,27199,0
1207173,26526,0
1207173,1469,0
1209217,26622,1
1209217,15264,0
1209217,13273,0
1209217,17802,0
1209217,16001,0
1210199,1734,1
1210199,18212,0
1210199,6635,0
1210199,9825,0
1210199,4397,0
1211131,8060,1
1211131,25163,0
1211131,16864,0
1211131,15644,0
1211131,7043,0
1211681,673,1
1211681,3487,0
1211681,12295,0
1211681,26302,0
1211681,19606,0
1213068,1213,1
1213068,1151,0
1213068,8708,0
1213068,14199,0
1213068,23015,0
1213089,17011,1
1213089,21555,0
1213089,6324,0
1213089,17579,0
1213089,11530,0
1213260,1018,1
1213260,7316,0
1213260,10846,0
1213260,26249,0
1213260,24198,0
1215084,7096,1
1215084,4190,0
1215084,25145,0
1215084,7755,0
1215084,23981,0
1217619,21179,1
1217619,25405,0
1217619,18040,0
1217619,17713,0
1217619,10320,0
1217864,14455,1
1217864,10805,0
1217864,19559,0
1217864,7856,0
1217864,26636,0
1218068,17854,1
1218068,9712,0
1218068,13345,0
1218068,23080,0
1218068,11633,0
1218141,7963,1
1218141,5932,0
1218141,2911,0
1218141,27695,0
1218141,20026,0
1219115,8622,1
1219115,14432,0
1219115,10979,0
1219115,21706,0
1219115,18832,0
1219947,7640,1
1219947,26719,0
1219947,7042,0
1219947,15904,0
1219947,14931,0
1220186,4028,1
1220186,27199,0
1220186,21691,0
1220186,22704,0
1220186,15714,0
1220964,28133,1
1220964,16167,0
1220964,11070,0
1220964,8587,0
1220964,7277,0
1223295,13081,1
1223295,27412,0
1223295,13850,0
1223295,803,0
1223295,9234,0
1223469,3339,1
1223469,5388,0
1223469,17055,0
1223469,22378,0
1223469,24076,0
1223652,4028,1
1223652,6076,0
1223652,4846,0
1223652,8060,0
1223652,10324,0
1224915,1616,1
1224915,3355,0
1224915,16030,0
1224915,3793,0
1224915,15260,0
1225294,9184,1
1225294,11887,0
1225294,1348,0
1225294,10879,0
1225294,2745,0
1226598,2883,1
1226598,20126,0
1226598,15641,0
1226598,27024,0
1226598,13306,0
1226826,28137,1
1226826,9347,0
1226826,16100,0
1226826,3371,0
1226826,21647,0
1227815,24539,1
1227815,26337,0
1227815,5964,0
1227815,13823,0
1227815,8561,0
1228334,15501,1
1228334,1533,0
1228334,26634,0
1228334,24896,0
1228334,10396,0
1228933,27613,1
1228933,2688,0
1228933,11742,0
1228933,1473,0
1228933,22489,0
1231125,9184,1
1231125,14813,0
1231125,11169,0
1231125,6817,0
1231125,114,0
1231962,26599,1
1231962,21947,0
1231962,13738,0
1231962,25227,0
1231962,18802,0
1233475,19683,1
1233475,17376,0
1233475,7870,0
1233475,25445,0
1233475,3906,0
1233522,18156,1
1233522,11352,0
1233522,10640,0
1233522,23419,0
1233522,27823,0
1234738,22060,1
1234738,11117,0
1234738,4075,0
1234738,17400,0
1234738,20916,0
1235809,2089,1
1235809,3160,0
1235809,10848,0
1235809,15779,0
1235809,22236,0
1236077,16541,1
1236077,15264,0
1236077,5538,0
1236077,19985,0
1236077,2057,0
1237011,3481,1
1237011,27278,0
1237011,12295,0
1237011,13101,0
1237011,5607,0
1238224,8075,1
1238224,17307,0
1238224,20916,0
1238224,3068,0
1238224,13965,0
1238394,4070,1
1238394,1182,0
1238394,22446,0
1238394,5867,0
1238394,23249,0
1239313,18156,1
1239313,19393,0
1239313,27794,0
1239313,13933,0
1239313,12983,0
1239834,16085,1
1239834,23458,0
1239834,19329,0
1239834,25474,0
1239834,18178,0
1241302,20879,1
1241302,23590,0
1241302,8969,0
1241302,22516,0
1241302,8583,0
1241981,15430,1
1241981,7443,0
1241981,28083,0
1241981,23965,0
1241981,18671,0
1243028,12603,1
1243028,6256,0
1243028,16536,0
1243028,4150,0
1243028,3765,0
1243224,2808,1
1243224,12237,0
1243224,3903,0
1243224,22012,0
1243224,27299,0
1243324,9098,1
1243324,16190,0
1243324,15032,0
1243324,7528,0
1243324,17764,0
1244554,604,1
1244554,27142,0
1244554,17738,0
1244554,8038,0
1244554,22584,0
1245010,8001,1
1245010,21745,0
1245010,18053,0
1245010,7311,0
1245010,2302,0
1245029,16463,1
1245029,15264,0
1245029,27183,0
1245029,24032,0
1245029,15426,0
1246111,2658,1
1246111,3895,0
1246111,7079,0
1246111,14010,0
1246111,11171,0
1246888,8425,1
1246888,8797,0
1246888,4121,0
1246888,1594,0
1246888,6537,0
1247071,27613,1
1247071,18156,0
1247071,2605,0
1247071,3204,0
1247071,23088,0
1247635,3481,1
1247635,21384,0
1247635,21022,0
1247635,11434,0
1247635,12968,0
1248623,18122,1
1248623,16341,0
1248623,13159,0
1248623,17184,0
1248623,12117,0
1250842,22902,1
1250842,8209,0
1250842,19788,0
1250842,23916,0
1250842,21468,0
1251031,18156,1
1251031,14931,0
1251031,16205,0
1251031,21283,0
1251031,1085,0
1252314,18981,1
1252314,21750,0
1252314,4425,0
1252314,27034,0
1252314,23036,0
1252798,20612,1
1252798,10026,0
1252798,4466,0
1252798,10396,0
1252798,18806,0
1252843,4028,1
1252843,2814,0
1252843,27199,0
1252843,13922,0
1252843,21721,0
1253880,2814,1
1253880,11834,0
1253880,22704,0
1253880,7968,0
1253880,27199,0
1253934,4422,1
1253934,16210,0
1253934,27216,0
1253934,15763,0
1253934,11775,0
1256310,6178,1
1256310,9727,0
1256310,13204,0
1256310,19107,0
1256310,27455,0
1257920,8511,1
1257920,2340,0
1257920,15078,0
1257920,21695,0
1257920,26191,0
1259010,11127,1
1259010,244,0
1259010,19185,0
1259010,5494,0
1259010,23933,0
1259849,6510,1
1259849,17377,0
1259849,3018,0
1259849,19509,0
1259849,7721,0
1260850,27353,1
1260850,4171,0
1260850,17095,0
1260850,13533,0
1260850,18217,0
1261193,7640,1
1261193,11894,0
1261193,8362,0
1261193,22858,0
1261193,8060,0
1263608,26853,1
1263608,19326,0
1263608,24992,0
1263608,25120,0
1263608,14156,0
1264560,13571,1
1264560,8397,0
1264560,4727,0
1264560,8371,0
1264560,3757,0
1265510,22947,1
1265510,639,0
1265510,6340,0
1265510,13451,0
1265510,12264,0
1265848,27225,1
1265848,22974,0
1265848,5972,0
1265848,826,0
1265848,6500,0
1266170,4028,1
1266170,6984,0
1266170,12556,0
1266170,5421,0
1266170,20203,0
1267781,14529,1
1267781,4403,0
1267781,6041,0
1267781,21223,0
1267781,21982,0
1268231,19529,1
1268231,10488,0
1268231,1600,0
1268231,17991,0
1268231,12665,0
1268943,185,1
1268943,12044,0
1268943,7377,0
1268943,25086,0
1268943,3574,0
1271092,7428,1
1271092,2081,0
1271092,27845,0
1271092,23116,0
1271092,14173,0
1272544,2447,1
1272544,22640,0
1272544,4836,0
1272544,9367,0
1272544,18403,0
1272722,9028,1
1272722,14361,0
1272722,27627,0
1272722,8693,0
1272722,10095,0
1272783,13589,1
1272783,2408,0
1272783,6889,0
1272783,17363,0
1272783,11474,0
1273329,7640,1
1273329,18156,0
1273329,27199,0
1273329,23419,0
1273329,11352,0
1273733,13279,1
1273733,23244,0
1273733,25163,0
1273733,8941,0
1273733,9920,0
1274754,18156,1
1274754,22974,0
1274754,7640,0
1274754,2873,0
1274754,21283,0
1275423,9491,1
1275423,26269,0
1275423,22431,0
1275423,3002,0
1275423,7018,0
1275610,4028,1
1275610,9124,0
1275610,27455,0
1275610,7139,0
1275610,25991,0
1276069,8622,1
1276069,21706,0
1276069,6817,0
1276069,14549,0
1276069,18320,0
1278666,17368,1
1278666,1982,0
1278666,11048,0
1278666,19753,0
1278666,21465,0
1279116,12317,1
1279116,3260,0
1279116,12735,0
1279116,5835,0
1279116,7791,0
1281562,1513,1
1281562,20362,0
1281562,19855,0
1281562,8499,0
1281562,3610,0
1281960,7963,1
1281960,27555,0
1281960,12815,0
1281960,13081,0
1281960,27034,0
1282130,3316,1
1282130,13122,0
1282130,3548,0
1282130,23116,0
1282130,3777,0
1282155,7963,1
1282155,3986,0
1282155,27555,0
1282155,16634,0
1282155,15870,0
1282308,11053,1
1282308,15235,0
1282308,11428,0
1282308,5613,0
1282308,5619,0
1282359,2173,1
1282359,24611,0
1282359,16578,0
1282359,7227,0
1282359,13808,0
1282609,15794,1
1282609,9156,0
1282609,3985,0
1282609,21383,0
1282609,13722,0
1283022,24496,1
1283022,2246,0
1283022,23048,0
1283022,22184,0
1283022,22626,0
1283071,9156,1
1283071,15045,0
1283071,17218,0
1283071,18737,0
1283071,8371,0
1283463,8060,1
1283463,13383,0
1283463,3334,0
1283463,1350,0
1283463,26126,0
1284043,26902,1
1284043,13083,0
1284043,999,0
1284043,1935,0
1284043,26925,0
1285433,18122,1
1285433,2173,0
1285433,8351,0
1285433,18541,0
1285433,21195,0
1285590,6856,1
1285590,21157,0
1285590,18638,0
1285590,16635,0
1285590,2122,0
1287567,15424,1
1287567,5304,0
1287567,15150,0
1287567,21937,0
1287567,13836,0
1290960,10663,1
1290960,11247,0
1290960,12118,0
1290960,10998,0
1290960,24945,0
1291055,2447,1
1291055,23451,0
1291055,114,0
1291055,23088,0
1291055,24586,0
1291186,18156,1
1291186,8362,0
1291186,10111,0
1291186,18523,0
1291186,6500,0
1291468,15403,1
1291468,26429,0
1291468,23928,0
1291468,10216,0
1291468,7577,0
1291520,5075,1
1291520,10285,0
1291520,4811,0
1291520,19849,0
1291520,12372,0
1291663,6391,1
1291663,13202,0
1291663,13472,0
1291663,12518,0
1291663,12004,0
1292672,28133,1
1292672,23168,0
1292672,12191,0
1292672,16156,0
1292672,17490,0
1293016,3705,1
1293016,14040,0
1293016,14507,0
1293016,17708,0
1293016,2983,0
1293369,18156,1
1293369,8621,0
1293369,8471,0
1293369,4395,0
1293369,3591,0
1294877,7115,1
1294877,25177,0
1294877,74,0
1294877,26092,0
1294877,26267,0
1295261,2447,1
1295261,19249,0
1295261,26007,0
1295261,12623,0
1295261,26538,0
1295484,18806,1
1295484,23977,0
1295484,3717,0
1295484,11454,0
1295484,13218,0
1296664,3481,1
1296664,3906,0
1296664,14357,0
1296664,27648,0
1296664,20340,0
1297002,1272,1
1297002,6438,0
1297002,15392,0
1297002,12652,0
1297002,424,0
1299604,4474,1
1299604,21465,0
1299604,17539,0
1299604,21066,0
1299604,21297,0
1299908,9184,1
1299908,1693,0
1299908,1765,0
1299908,11887,0
1299908,20307,0
1300388,22886,1
1300388,1018,0
1300388,22131,0
1300388,5946,0
1300388,12008,0
1303635,26249,1
1303635,931,0
1303635,14941,0
1303635,19091,0
1303635,13348,0
1303687,28133,1
1303687,18684,0
1303687,21831,0
1303687,16167,0
1303687,5184,0
1306724,17149,1
1306724,27651,0
1306724,2851,0
1306724,3545,0
1306724,18240,0
1307039,5281,1
1307039,24634,0
1307039,19663,0
1307039,2983,0
1307039,13199,0
1307082,26283,1
1307082,10613,0
1307082,11546,0
1307082,2247,0
1307082,4444,0
1307394,2499,1
1307394,17430,0
1307394,11197,0
1307394,16735,0
1307394,20223,0
1310193,2329,1
1310193,22814,0
1310193,16730,0
1310193,6757,0
1310193,19633,0
1310573,27613,1
1310573,1986,0
1310573,21164,0
1310573,3204,0
1310573,22302,0
1310816,2440,1
1310816,6579,0
1310816,10458,0
1310816,26979,0
1310816,27142,0
1311258,5760,1
1311258,2120,0
1311258,25051,0
1311258,25676,0
1311258,17098,0
1312530,26249,1
1312530,22521,0
1312530,7972,0
1312530,6071,0
1312530,9921,0
1312542,20192,1
1312542,54,0
1312542,17709,0
1312542,19880,0
1312542,9669,0
1312752,2329,1
1312752,12296,0
1312752,165,0
1312752,24470,0
1312752,13096,0
1313144,7963,1
1313144,1358,0
1313144,20026,0
1313144,4028,0
1313144,12815,0
1313456,2942,1
1313456,337,0
1313456,17911,0
1313456,2943,0
1313456,18733,0
1314181,19185,1
1314181,6109,0
1314181,8615,0
1314181,13218,0
1314181,8081,0
1316125,223,1
1316125,2740,0
1316125,24276,0
1316125,25963,0
1316125,1668,0
1316621,2405,1
1316621,21467,0
1316621,8410,0
1316621,12592,0
1316621,4200,0
1316878,8060,1
1316878,13922,0
1316878,14977,0
1316878,15140,0
1316878,1416,0
1318445,18894,1
1318445,5151,0
1318445,17033,0
1318445,16092,0
1318445,6784,0
1319179,10823,1
1319179,21018,0
1319179,17875,0
1319179,18680,0
1319179,999,0
1319629,9184,1
1319629,3204,0
1319629,1348,0
1319629,2695,0
1319629,1473,0
1319722,579,1
1319722,24497,0
1319722,19036,0
1319722,14367,0
1319722,774,0
1320465,23088,1
1320465,26958,0
1320465,15394,0
1320465,15090,0
1320465,7475,0
1320505,20147,1
1320505,28003,0
1320505,21055,0
1320505,19974,0
1320505,2161,0
1321004,18156,1
1321004,8060,0
1321004,22182,0
1321004,22334,0
1321004,22704,0
1322181,27222,1
1322181,24500,0
1322181,114,0
1322181,23717,0
1322181,20967,0
1322381,27353,1
1322381,5524,0
1322381,21956,0
1322381,5528,0
1322381,27672,0
1322520,11446,1
1322520,16735,0
1322520,20327,0
1322520,25227,0
1322520,26731,0
1323570,10915,1
1323570,15845,0
1323570,15928,0
1323570,5429,0
1323570,22017,0
1324420,3571,1
1324420,20300,0
1324420,4044,0
1324420,18983,0
1324420,1710,0
1327253,1018,1
1327253,10900,0
1327253,14727,0
1327253,26011,0
1327253,20161,0
1327574,8306,1
1327574,10871,0
1327574,26036,0
1327574,22576,0
1327574,7812,0
1327725,25776,1
1327725,26907,0
1327725,22626,0
1327725,21929,0
1327725,12191,0
1327922,23253,1
1327922,3522,0
1327922,9616,0
1327922,11267,0
1327922,25539,0
1328460,16066,1
1328460,20192,0
1328460,19720,0
1328460,21344,0
1328460,7144,0
1328933,17089,1
1328933,19635,0
1328933,21249,0
1328933,11742,0
1328933,14481,0
1331034,7963,1
1331034,20026,0
1331034,3591,0
1331034,18981,0
1331034,4243,0
1331321,19895,1
1331321,25505,0
1331321,9329,0
1331321,8795,0
1331321,18064,0
1331519,7963,1
1331519,3591,0
1331519,8406,0
1331519,27034,0
1331519,5367,0
1331837,11135,1
1331837,3398,0
1331837,10971,0
1331837,3848,0
1331837,13875,0
1332122,9443,1
1332122,21007,0
1332122,7776,0
1332122,18304,0
1332122,22540,0
1332136,10666,1
1332136,20474,0
1332136,3238,0
1332136,27214,0
1332136,20522,0
1332526,10084,1
1332526,27283,0
1332526,1160,0
1332526,7030,0
1332526,4285,0
1332533,18156,1
1332533,6817,0
1332533,20457,0
1332533,8918,0
1332533,2506,0
1333561,17106,1
1333561,1234,0
1333561,499,0
1333561,10373,0
1333561,3757,0
1333820,7018,1
1333820,19135,0
1333820,12829,0
1333820,15264,0
1333820,7039,0
1334560,20612,1
1334560,16337,0
1334560,21086,0
1334560,8844,0
1334560,26836,0
1335061,5416,1
1335061,9588,0
1335061,27089,0
1335061,8463,0
1335061,10481,0
1335768,13291,1
1335768,788,0
1335768,15100,0
1335768,2025,0
1335768,8110,0
1336026,1654,1
1336026,16167,0
1336026,10790,0
1336026,21789,0
1336026,25606,0
1336167,23088,1
1336167,208,0
1336167,19885,0
1336167,27455,0
1336167,5840,0
1336557,18156,1
1336557,21761,0
1336557,6041,0
1336557,18492,0
1336557,7827,0
1336866,18156,1
1336866,4028,0
1336866,1991,0
1336866,22302,0
1336866,18407,0
1338318,2447,1
1338318,13766,0
1338318,11742,0
1338318,8700,0
1338318,22489,0
1339729,11053,1
1339729,18492,0
1339729,21223,0
1339729,9686,0
1339729,18407,0
1340213,28133,1
1340213,11021,0
1340213,7107,0
1340213,13586,0
1340213,4693,0
1340606,7229,1
1340606,17585,0
1340606,9543,0
1340606,1345,0
1340606,17280,0
1341522,13674,1
1341522,26085,0
1341522,22539,0
1341522,23969,0
1341522,7054,0
1342517,7155,1
1342517,14096,0
1342517,15465,0
1342517,6090,0
1342517,22094,0
1342700,22103,1
1342700,14961,0
1342700,13984,0
1342700,1353,0
1342700,14178,0
1342766,14314,1
1342766,19783,0
1342766,10041,0
1342766,19185,0
1342766,9366,0
1342971,3371,1
1342971,1021,0
1342971,1558,0
1342971,26988,0
1342971,11570,0
1343414,1082,1
1343414,5117,0
1343414,24730,0
1343414,479,0
1343414,10488,0
1343746,9046,1
1343746,20246,0
1343746,10956,0
1343746,12157,0
1343746,19370,0
1345009,893,1
1345009,19145,0
1345009,6517,0
1345009,612,0
1345009,4306,0
1346656,4884,1
1346656,15078,0
1346656,12330,0
1346656,9868,0
1346656,8997,0
1348195,10126,1
1348195,18375,0
1348195,15009,0
1348195,8743,0
1348195,9576,0
1349094,9184,1
1349094,16765,0
1349094,13321,0
1349094,14481,0
1349094,21944,0
1349230,28110,1
1349230,23657,0
1349230,18636,0
1349230,22637,0
1349230,14514,0
1349717,8060,1
1349717,25595,0
1349717,19500,0
1349717,13672,0
1349717,2855,0
1350389,4667,1
1350389,12295,0
1350389,10230,0
1350389,21487,0
1350389,13600,0
1350486,5858,1
1350486,27283,0
1350486,27289,0
1350486,20331,0
1350486,5854,0
1350821,27557,1
1350821,7791,0
1350821,24546,0
1350821,7990,0
1350821,5780,0
1351529,8755,1
1351529,8988,0
1351529,15727,0
1351529,18323,0
1351529,11508,0
1352076,1373,1
1352076,14556,0
1352076,16448,0
1352076,17171,0
1352076,10584,0
1352098,15501,1
1352098,11726,0
1352098,13786,0
1352098,21958,0
1352098,19208,0
1352226,22273,1
1352226,8400,0
1352226,9722,0
1352226,928,0
1352226,18236,0
1353864,19454,1
1353864,7770,0
1353864,21446,0
1353864,6894,0
1353864,17280,0
1357344,5870,1
1357344,26605,0
1357344,534,0
1357344,26437,0
1357344,12234,0
1357810,3107,1
1357810,3506,0
1357810,14155,0
1357810,9244,0
1357810,7968,0
1357960,8060,1
1357960,21618,0
1357960,26011,0
1357960,14159,0
1357960,17676,0
1358289,11923,1
1358289,11352,0
1358289,24591,0
1358289,27199,0
1358289,4256,0
1359920,28038,1
1359920,15354,0
1359920,1781,0
1359920,26397,0
1359920,16883,0
1360134,13081,1
1360134,4193,0
1360134,7640,0
1360134,2605,0
1360134,23147,0
1361642,17880,1
1361642,16092,0
1361642,18862,0
1361642,11856,0
1361642,6339,0
1362527,7303,1
1362527,26899,0
1362527,2219,0
1362527,17464,0
1362527,319,0
1362784,9396,1
1362784,19663,0
1362784,21562,0
1362784,12874,0
1362784,22401,0
1363282,18626,1
1363282,12120,0
1363282,26496,0
1363282,25755,0
1363282,22442,0
1363683,17925,1
1363683,13893,0
1363683,24706,0
1363683,19048,0
1363683,2325,0
1363706,12251,1
1363706,15715,0
1363706,8533,0
1363706,17748,0
1363706,18242,0
1368197,16552,1
1368197,6391,0
1368197,10540,0
1368197,25572,0
1368197,12914,0
1368443,2377,1
1368443,10198,0
1368443,3772,0
1368443,8795,0
1368443,10781,0
1368625,18953,1
1368625,1290,0
1368625,28074,0
1368625,15428,0
1368625,20461,0
1368749,10084,1
1368749,12480,0
1368749,18369,0
1368749,12578,0
1368749,25812,0
1369088,5367,1
1369088,23875,0
1369088,22472,0
1369088,15744,0
1369088,2536,0
1369223,8306,1
1369223,26482,0
1369223,25043,0
1369223,5284,0
1369223,8026,0
1369287,13553,1
1369287,5819,0
1369287,8708,0
1369287,17834,0
1369287,7523,0
1369463,27768,1
1369463,20574,0
1369463,25828,0
1369463,3829,0
1369463,856,0
1370213,10395,1
1370213,26409,0
1370213,9027,0
1370213,19900,0
1370213,11771,0
1370922,7664,1
1370922,10761,0
1370922,11653,0
1370922,22964,0
1370922,16233,0
1371319,4646,1
1371319,24150,0
1371319,12683,0
1371319,1760,0
1371319,17420,0
1372347,18050,1
1372347,8827,0
1372347,27758,0
1372347,21775,0
1372347,21586,0
1373237,12951,1
1373237,10091,0
1373237,22942,0
1373237,22114,0
1373237,7319,0
1373519,19945,1
1373519,475,0
1373519,17748,0
1373519,25382,0
1373519,16645,0
1373605,1432,1
1373605,25910,0
1373605,25651,0
1373605,11919,0
1373605,16409,0
1374009,8622,1
1374009,21809,0
1374009,18156,0
1374009,14119,0
1374009,18523,0
1374439,6149,1
1374439,27458,0
1374439,19249,0
1374439,10508,0
1374439,15052,0
1375310,14889,1
1375310,3771,0
1375310,24276,0
1375310,22238,0
1375310,23836,0
1375402,4028,1
1375402,13940,0
1375402,7980,0
1375402,27225,0
1375402,26249,0
1375562,2213,1
1375562,23196,0
1375562,25852,0
1375562,14527,0
1375562,26348,0
1376158,5006,1
1376158,15500,0
1376158,12561,0
1376158,959,0
1376158,28121,0
1376163,15140,1
1376163,16701,0
1376163,27321,0
1376163,13438,0
1376163,4977,0
1376201,19945,1
1376201,8124,0
1376201,22486,0
1376201,20424,0
1376201,10673,0
1376881,24222,1
1376881,2139,0
1376881,8898,0
1376881,4607,0
1376881,10293,0
1379565,3481,1
1379565,23408,0
1379565,17620,0
1379565,3027,0
1379565,27432,0
1379844,9046,1
1379844,23824,0
1379844,15574,0
1379844,10991,0
1379844,263,0
1382977,12802,1
1382977,18889,0
1382977,21524,0
1382977,23981,0
1382977,17523,0
1384411,2447,1
1384411,24420,0
1384411,23584,0
1384411,2675,0
1384411,9367,0
1384530,23088,1
1384530,2699,0
1384530,8316,0
1384530,10587,0
1384530,19470,0
1384716,23783,1
1384716,6343,0
1384716,25380,0
1384716,18541,0
1384716,18040,0
1386462,9184,1
1386462,5886,0
1386462,18511,0
1386462,1811,0
1386462,23088,0
1387856,2599,1
1387856,546,0
1387856,2377,0
1387856,16599,0
1387856,12077,0
1388654,2447,1
1388654,7052,0
1388654,25204,0
1388654,26384,0
1388654,18609,0
1388841,21487,1
1388841,14148,0
1388841,13358,0
1388841,12971,0
1388841,19806,0
1389421,22273,1
1389421,7115,0
1389421,11424,0
1389421,17671,0
1389421,15844,0
1390962,1750,1
1390962,5927,0
1390962,21576,0
1390962,3869,0
1390962,20347,0
1392896,19868,1
1392896,27624,0
1392896,7869,0
1392896,4949,0
1392896,1151,0
1393903,26605,1
1393903,14148,0
1393903,12468,0
1393903,3693,0
1393903,3121,0
1394468,20760,1
1394468,18077,0
1394468,21335,0
1394468,13620,0
1394468,2080,0
1394703,18156,1
1394703,1473,0
1394703,11742,0
1394703,24227,0
1394703,14141,0
1394972,18517,1
1394972,3962,0
1394972,12533,0
1394972,5004,0
1394972,6483,0
1396388,26853,1
1396388,9442,0
1396388,21890,0
1396388,18208,0
1396388,8362,0
1396438,9184,1
1396438,24058,0
1396438,19372,0
1396438,2695,0
1396438,27527,0
1398230,18156,1
1398230,6500,0
1398230,13660,0
1398230,25589,0
1398230,3644,0
1398235,18156,1
1398235,826,0
1398235,3709,0
1398235,155,0
1398235,1085,0
1398539,25145,1
1398539,14008,0
1398539,429,0
1398539,20286,0
1398539,22753,0
1398585,9184,1
1398585,880,0
1398585,1348,0
1398585,7011,0
1398585,20307,0
1400667,8913,1
1400667,22060,0
1400667,24065,0
1400667,10167,0
1400667,7215,0
1401050,7133,1
1401050,3378,0
1401050,14882,0
1401050,14377,0
1401050,1097,0
1401631,8620,1
1401631,20282,0
1401631,19232,0
1401631,21609,0
1401631,6069,0
1401955,23703,1
1401955,6055,0
1401955,20760,0
1401955,8913,0
1401955,7984,0
1402663,26944,1
1402663,19384,0
1402663,1947,0
1402663,15868,0
1402663,22311,0
1404954,6722,1
1404954,4919,0
1404954,20574,0
1404954,17074,0
1404954,318,0
1406603,13811,1
1406603,15104,0
1406603,25929,0
1406603,13662,0
1406603,27766,0
1408277,20346,1
1408277,7079,0
1408277,26173,0
1408277,23235,0
1408277,20522,0
1408708,14343,1
1408708,7811,0
1408708,7354,0
1408708,6610,0
1408708,1029,0
1409376,11788,1
1409376,21412,0
1409376,13350,0
1409376,13569,0
1409376,2058,0
1409455,2969,1
1409455,20907,0
1409455,6258,0
1409455,15211,0
1409455,6640,0
1409549,8060,1
1409549,19044,0
1409549,21283,0
1409549,4425,0
1409549,6575,0
1410770,15403,1
1410770,11162,0
1410770,27921,0
1410770,19896,0
1410770,9895,0
1410788,10026,1
1410788,21859,0
1410788,15361,0
1410788,23610,0
1410788,6589,0
1410952,10084,1
1410952,12139,0
1410952,21056,0
1410952,1885,0
1410952,2967,0
1412129,26651,1
1412129,3904,0
1412129,24730,0
1412129,23088,0
1412129,21632,0
1413070,15235,1
1413070,13278,0
1413070,18728,0
1413070,10431,0
1413070,3591,0
1414905,17089,1
1414905,13560,0
1414905,28016,0
1414905,2435,0
1414905,23884,0
1416275,13922,1
1416275,2699,0
1416275,3856,0
1416275,18511,0
1416275,22886,0
1416349,15280,1
1416349,15455,0
1416349,27284,0
1416349,5728,0
1416349,12237,0
1416508,26265,1
1416508,9354,0
1416508,7900,0
1416508,7144,0
1416508,15700,0
1416562,785,1
1416562,26813,0
1416562,21626,0
1416562,16058,0
1416562,20022,0
1416803,2944,1
1416803,1222,0
1416803,14878,0
1416803,25547,0
1416803,13361,0
1417639,10175,1
1417639,1373,0
1417639,13645,0
1417639,402,0
1417639,17437,0
1417644,18156,1
1417644,18832,0
1417644,18261,0
1417644,15249,0
1417644,19739,0
1418666,1106,1
1418666,18212,0
1418666,14908,0
1418666,17834,0
1418666,14051,0
1418881,8602,1
1418881,19969,0
1418881,23382,0
1418881,18819,0
1418881,13990,0
1420699,15140,1
1420699,18156,0
1420699,24420,0
1420699,23100,0
1420699,1018,0
1420768,18156,1
1420768,5439,0
1420768,25855,0
1420768,9742,0
1420768,27086,0
1422345,16687,1
1422345,20063,0
1422345,12466,0
1422345,26085,0
1422345,25681,0
1422406,18953,1
1422406,9825,0
1422406,13874,0
1422406,14558,0
1422406,23566,0
1423535,5188,1
1423535,12386,0
1423535,16352,0
1423535,17506,0
1423535,4718,0
1423879,15740,1
1423879,18018,0
1423879,16637,0
1423879,22902,0
1423879,26487,0
1426331,7851,1
1426331,12099,0
1426331,13643,0
1426331,534,0
1426331,5659,0
1426528,8306,1
1426528,22728,0
1426528,5691,0
1426528,6822,0
1426528,24445,0
1426777,4028,1
1426777,22833,0
1426777,3322,0
1426777,20375,0
1426777,3506,0
1427326,26265,1
1427326,18541,0
1427326,1906,0
1427326,5722,0
1427326,9020,0
1428142,39,1
1428142,11364,0
1428142,15877,0
1428142,28069,0
1428142,27729,0
1428426,5203,1
1428426,25227,0
1428426,22276,0
1428426,13181,0
1428426,6482,0
1429406,21465,1
1429406,8863,0
1429406,12178,0
1429406,26937,0
1429406,8400,0
1431125,19583,1
1431125,3184,0
1431125,5159,0
1431125,3757,0
1431125,7261,0
1431699,19510,1
1431699,7311,0
1431699,17094,0
1431699,20891,0
1431699,730,0
1431934,21625,1
1431934,19238,0
1431934,25601,0
1431934,21862,0
1431934,23657,0
1432056,10902,1
1432056,23903,0
1432056,20425,0
1432056,12352,0
1432056,19565,0
1432278,2744,1
1432278,18760,0
1432278,8206,0
1432278,25889,0
1432278,7054,0
1432738,7073,1
